row_names	input	filtered	denoisedF	denoisedR	merged	nosingletons	nochimeras	percent_singletons	percent_chimeras	percent_retained_of_total
SD6_37_11	50192	32869	32764	32675	31240	31044	29127	0.627400768245835	6.17510630073444	58.031160344278
SD6_40_01	39908	22877	22816	22784	16313	16270	16201	0.263593453074236	0.424093423478794	40.595870502155
SD7_03_02	54130	36456	36361	36311	35916	35770	34528	0.40650406504065	3.47218339390551	63.7871790134861
SD7_24_02	43218	30204	30115	30179	29615	29442	29141	0.584163430693906	1.02234902520209	67.4279235503725
SD7_26_05	35808	25748	25702	25711	25557	25549	24948	0.0313025785499121	2.35234255743865	69.671581769437
SD7_28_02	47049	29230	29059	29059	26618	26456	22552	0.608610714554061	14.756576957968	47.9330060150056
SD7_33A_01	42494	28775	28689	28603	20647	20528	19648	0.576354918390081	4.28682774746687	46.2371158281169
SD7_37_08	59115	41368	41230	41232	36412	35772	27338	1.75766230912886	23.5770994073577	46.2454537765373
SD7_39_06	39592	6517	6454	6438	2140	2140	2033	0	5	5.13487573247121
SD7_39_15	45309	20777	20585	20583	16891	16732	13845	0.941329702208265	17.254362897442	30.5568430113223
SD7_40_04	51621	30866	30774	30773	30044	29643	28241	1.33470909332978	4.7296157608879	54.7083551267895
SD8_24_04	48495	30984	30852	30098	26499	26239	22743	0.981169100720777	13.323678493845	46.8976183111661
SD8_24_05	43566	27297	27139	27210	26139	25880	24178	0.990856574467273	6.57650695517773	55.4974062342193
SD8_26_02	38670	27652	27618	27605	27428	27393	27258	0.127606825142195	0.492826634541672	70.488750969744
SD8_29_04	44814	28755	28590	28671	27954	27787	24438	0.597410030764834	12.0523986036636	54.5320658722721
SD8_29_09	53586	33384	33283	33183	32211	31816	27566	1.22628915587842	13.3580588383203	51.4425409621916
SD8_36_16	44408	29627	29459	29410	28155	28035	27094	0.426212040490142	3.35651863741752	61.0115294541524
SD8_39_03	51939	31293	31239	31195	29774	29630	28802	0.483643447303024	2.79446506918663	55.453512774601
SD8_40_04	43379	22517	22304	22323	10264	10070	8650	1.89010132501949	14.1012909632572	19.9405242167869
SD8_40_06	41454	11280	11229	11178	7054	7047	6385	0.0992344768925335	9.39406839789982	15.4026149466879
SD8_40_09	48976	23264	23102	23097	11044	10936	8972	0.977906555595794	17.9590343818581	18.3191767396276
SD9_09_05	43931	17050	16924	16965	15763	15574	15177	1.19901034067119	2.54912032875305	34.5473583574241
SD9_09_06	48407	22325	22309	22320	21573	21571	19812	0.00927084781903886	8.15446664503268	40.9279649637449
SD9_28_02	46544	32464	32392	32397	31953	31931	31209	0.0688511250899779	2.26112555197145	67.0526813337917
SD9_39_03	46109	11981	11837	11878	5829	5796	5280	0.566134843026248	8.90269151138716	11.4511266780889
W10_05_02	51258	27991	27964	27953	170	170	131	0	22.9411764705882	0.255569862265402
W10_18_02	42435	27126	27085	27072	25111	25043	24964	0.270797658396717	0.315457413249206	58.828796983622
W10_18_03	53304	37039	36933	36922	31829	31765	30321	0.201074491815646	4.54588383440894	56.8831607384061
W10_23A_01	37695	20624	20598	20598	5379	5363	4016	0.297453058189262	25.1165392504195	10.6539328823451
W10_31_01	39480	22290	22272	22175	9370	9354	7669	0.170757737459979	18.0136839854608	19.4250253292806
W13_18_01	48318	28841	28803	28806	15390	15350	14532	0.259909031838859	5.32899022801303	30.0757481683845
W13_18_03	49101	13452	13432	13201	5212	5172	4752	0.767459708365308	8.12064965197216	9.67801063114804
W13_36_01	48057	29178	29120	29084	14212	14116	13813	0.675485505206865	2.1465004250496	28.7429510789271
W14_12_01	38838	23657	23618	23615	10511	10499	10327	0.114166111692512	1.63825126202497	26.5899376898913
W14_20_02	45775	27391	27313	27348	12383	12342	12242	0.331099087458611	0.810241451952692	26.7438558164937
W14_29_03	52224	30561	30519	30532	14822	14777	14715	0.303602752664958	0.41957095486228	28.1767003676471
W14_30_01	41111	24459	24433	24437	10860	10846	10488	0.128913443830569	3.30075603909276	25.5114203011359
W14_30_02	41276	24027	23981	23937	10185	10170	9945	0.147275405007363	2.21238938053098	24.0939044481054
W14_32_01	40277	23705	23611	23466	12290	12267	12064	0.187144019528077	1.6548463356974	29.9525783946173
W14_32_02	47226	27607	27538	27576	14370	14314	13953	0.389700765483653	2.52200642727399	29.5451657985008
W15_28_01	42726	25827	25817	25695	25675	25669	25669	0.0233690360272618	0	60.0781725413097
W18_08_02	46456	31229	31180	31181	30580	30571	30306	0.0294310006540286	0.866834581793213	65.2359221629068
W18_08_04	38836	25209	25158	25152	24570	24519	24128	0.2075702075702	1.59468167543537	62.1279225460913
W18_17_01	47728	21210	21133	21186	20779	20761	20761	0.0866259204004081	0	43.4985752598056
W18_29_04	52025	25965	25898	25934	25019	24997	24863	0.087933170790194	0.536064327719316	47.7904853435848
W19_10_03	44124	18192	18165	18165	17922	17922	17885	0	0.206450172971756	40.5334965098359
W19_13_02	43693	27871	27846	27854	27425	27403	27380	0.0802187784867812	0.0839324161588166	62.6645000343304
W19_17_02	61992	40200	40181	40174	39675	39675	39650	0	0.0630119722747224	63.9598657891341
W19_22A_02	79062	44224	44104	44099	754	754	495	0	34.3501326259947	0.626090915989983
W19_24_01	48561	20390	20211	20298	5083	5065	4793	0.354121581743058	5.37018756169793	9.87006033648401
W19_33_02	52572	35273	35191	35204	34498	34394	33990	0.301466751695756	1.17462348083967	64.6541885414289
W20_09_06	49692	32292	32265	32271	31957	31897	31833	0.187752292142562	0.200645828761324	64.060613378411
W20_14_01	51669	33326	33266	33296	32125	32089	31562	0.112062256809338	1.64230733273084	61.0849832588206
W20_18_04	49320	30053	30026	30003	29271	29238	27242	0.112739571589628	6.82673233463301	55.235198702352
W20_18_07	42693	27512	27434	27475	26859	26757	22209	0.379760973975209	16.9974212355645	52.020237509662
W21_01_07	38117	26715	26597	26588	23691	23625	18356	0.278586805115864	22.3026455026455	48.1569903192801
W21_05_06	6654	4326	4279	4283	4025	4023	4016	0.049689440993788	0.173999502858564	60.3546738803727
W21_13_02	40081	26141	25902	25874	23127	22679	21598	1.93712976175033	4.76652409718241	53.8858810907911
W21_18_08	76111	48364	48323	48198	47075	46969	44748	0.225172596919805	4.72865081223786	58.7930785300417
W22_05_10	39499	21641	21592	21576	824	824	589	0	28.5194174757282	1.49117699182258
W22_05_12	46606	31219	31198	31164	29997	29997	29930	0	0.223355668900226	64.2191992447324
W22_09_01	43477	27365	27309	27303	27020	27020	19271	0	28.6787564766839	44.324585412977
W22_15_02	30419	7621	7620	7612	7239	7239	7239	0	0	23.7976264834478
W22_17_01	45512	26768	26462	26565	20526	20226	19473	1.46156094709148	3.72293088104419	42.7865178414484
W22_33_01	56592	34063	33987	33957	33014	32886	29357	0.38771430302296	10.7310101562975	51.874823296579
W23_01_01	42109	29093	29040	29034	24432	24318	23178	0.466601178781929	4.68788551690106	55.0428649457361
W23_12_01	47560	26628	26584	26570	2716	2714	2281	0.0736377025036745	15.9543109801032	4.79604709840202
W23_18_02	41741	23713	23628	23630	12955	12892	12311	0.486298726360474	4.50667080359914	29.4937830909657
W23_35_02	48071	29714	29546	29521	21686	21411	19028	1.26809923452919	11.1297930970062	39.58311663997
W26_05_03	45582	23718	23693	23630	165	165	117	0	29.0909090909091	0.25668026852705
W3_25_01	36055	22311	22235	22231	21133	21076	20336	0.269720342592151	3.51110267602961	56.4027180696159
W4_21_01	37910	24465	24395	24362	22305	22288	17381	0.0762160950459503	22.0163316582914	45.8480611975732
W4_31_01	46458	30078	30060	30056	29622	29612	29545	0.0337586928634153	0.226259624476569	63.5950751216152
W4_36_02	42793	19271	19255	19235	18982	18982	18982	0	0	44.3577220573458
W6_13_04	43600	25777	25667	25609	22355	22280	15030	0.335495414895988	32.54039497307	34.4724770642202
W6_17_02	49356	32459	32355	32438	31866	31750	31451	0.364024351973896	0.941732283464574	63.7227490072129
W6_18_02	51308	20695	20613	20623	19512	19469	16277	0.220377203772031	16.3952950844933	31.7240976066111
W6_18_03	49828	32198	32077	32109	31157	31090	27799	0.215039958917743	10.5853972338372	55.7899173155655
W6_18_05	42341	24390	24266	24311	23416	23040	17640	1.60573966518621	23.4375	41.6617462979146
W7_08_02	48890	31005	30879	30910	29333	29013	27825	1.09092148774418	4.09471616172061	56.9134792391082
W7_12_01	42156	16582	16500	16391	15340	15323	15185	0.110821382007813	0.900606930757689	36.0209697314736
W7_16_01	44035	26034	25929	25925	24707	24431	23705	1.117092322014	2.97163439891941	53.8321789485636
W7_18_02	40227	23094	23058	23075	21745	21708	20852	0.170154058404222	3.94324672931639	51.8358316553559
W7_24_01	49930	28660	28581	28574	24943	24873	24241	0.280639858878246	2.54090781168334	48.5499699579411
W7_24_04	75548	42868	42741	42754	40523	40227	39850	0.730449374429327	0.937181495015778	52.7479218510086
W7_25_01	31328	16068	15649	15684	10816	10439	8266	3.48557692307693	20.8161701312386	26.385342185904
W7_32_01	56667	36195	36110	36137	29886	29777	29396	0.364719266546203	1.27951103200456	51.8749889706531
W7_35_01	39351	26231	26109	26151	23776	23725	21903	0.214502018842538	7.67966280295047	55.6605931234276
W8_01_01	50433	29311	29095	29056	17585	17524	15914	0.346886551037812	9.18740013695503	31.5547359863581
W8_01_03	33182	22396	22332	22296	19835	19813	17172	0.110915049155537	13.3296320597588	51.7509493098668
W8_08_01	73924	48718	48669	48482	47029	47008	46502	0.0446532990282691	1.07641252552757	62.9051458254423
W8_09_01	34300	22252	22031	22138	18394	18314	17136	0.434924431879963	6.43223763241237	49.9591836734694
W8_11_01	34526	21382	21349	21347	20826	20819	20775	0.0336118313646381	0.211345405639079	60.1720442565023
W8_11_02	40301	24045	23981	24007	23301	23291	20644	0.0429166130209069	11.364904898888	51.2245353713307
W8_16_02	39102	18017	17918	17899	8979	8957	8572	0.24501614879162	4.29831416769008	21.9221523195744
W8_17_03	36410	19218	19124	19131	10164	10091	8650	0.718221172766633	14.2800515310673	23.7572095578138
W8_25_04	40807	25101	25015	25023	16722	16638	15727	0.502332256907067	5.47541771847578	38.5399563800328
W8_33_01	41168	19337	19203	19183	9255	9207	7559	0.518638573743928	17.8994243510373	18.3613486202876
W8_35_02	18306	9267	9160	9165	7945	7924	6458	0.264317180616729	18.5007571933367	35.2780509122692
W9_01_02	37888	26156	26084	26017	23607	23559	22006	0.203329520904816	6.59196060953352	58.081714527027
W9_08_02	69153	45197	45169	45158	44531	44524	44149	0.0157193864948084	0.842242386128831	63.8424941795728
W9_10_04	61991	37512	36988	37033	32124	31193	29314	2.89814468932886	6.02378738819607	47.2875094771822
W9_11_04	109478	71584	71463	71399	69189	68981	61155	0.300625822023733	11.3451530131485	55.8605381903213
W9_12_03	57432	31123	30753	30944	17602	17326	14225	1.56800363595046	17.8979568278887	24.768421785764
W9_19_02	52414	27419	27402	27385	25	25	25	0	0	0.04769718014271
W9_33_01	44330	23697	23565	23611	9049	9014	6914	0.386783069952486	23.2970934102507	15.596661403113
W9_33_02	39982	24412	24247	24166	17266	17192	15577	0.428587976369741	9.39390414146114	38.9600320144065
W9_36_01	70389	36126	35765	35865	5466	5425	3690	0.75009147457007	31.9815668202765	5.24229638153689
W9_40_01	63863	43229	43159	43148	42213	42213	41776	0	1.03522611517779	65.4150290465528
