row_names	input	filtered	denoisedF	denoisedR	merged	nosingletons	nochimeras	percent_singletons	percent_chimeras	percent_retained_of_total
PM3_54_04	36440	24748	24702	24581	23575	23552	21529	0.0975609756097526	8.58950407608695	59.0806805708013
PM4_49_02	40287	29757	29575	29637	22391	22160	20285	1.03166450806127	8.46119133574007	50.3512299252861
PM4_54A_02	36799	27097	27071	27063	26780	26760	26604	0.0746825989544391	0.582959641255613	72.295442810946
PM4_62_01	38597	30059	29923	29917	25715	25452	16246	1.02274936807311	36.1700455759862	42.0913542503303
PM4_65_01	37697	28709	28663	28664	28289	28197	27053	0.325214747781814	4.05716920239742	71.7643313791548
PM4_65_02	40174	30554	30542	30550	30266	30266	30237	0	0.0958170884821214	75.2650968287947
PM4_71_01	37578	30165	30143	30153	28879	28858	22854	0.0727171993490003	20.8053226141798	60.8174996008303
PM5_65_06	36835	28787	28679	28656	27755	27681	27114	0.266618627274369	2.04833640403164	73.6093389439392
PM5_70_04	37928	29473	29425	29431	28981	28956	28870	0.0862634139608787	0.297002348390663	76.1179076144273
PM6_70_05	39455	30644	30547	30453	29804	29457	28191	1.16427325191249	4.29778999898157	71.4510201495374
PM6_70_07	38934	21803	21767	21759	20113	20107	20058	0.0298314522945304	0.243696225195194	51.517953459701
PM8_49_02	40700	34555	34539	34464	34409	34304	33810	0.305152721671647	1.44006529850746	83.0712530712531
PN01	27587	17540	17537	17515	14490	14490	14490	0	0	52.5247399137275
PN03	19156	8572	8567	8569	8566	8566	8566	0	0	44.717059929004
PN04	21423	1796	1795	1791	1791	1791	1791	0	0	8.36017364514774
SD10_08_01	38216	25360	24261	25323	6919	6894	5864	0.361323890735648	14.9405279953583	15.344358383923
SD17_39_01	37638	20374	20341	20316	16845	16845	16501	0	2.04214900563966	43.8413305701684
SD17_40_02	31102	12468	12447	12457	12412	12398	12294	0.112794070254594	0.838844974995965	39.5280046299273
SD17_40_03	47037	31490	31185	31433	16520	16263	13584	1.55569007263922	16.4729754657812	28.8793928184195
SD18_35_01	47559	31047	31007	30711	16864	16847	16602	0.100806451612897	1.45426485427672	34.9082192644925
