#OTUID	ED1_20_01	ED17_01_01	ED18_01_04	ED18_09_01	ED18_28_01	ED19_10_05	ED19_10_06	ED19_10_07	ED19_10_13	ED19_10_14	ED19_10_15	ED19_11_01	ED19_11_02	ED19_27B_02	ED20_09_01	ED20_09_02	ED20_10_05	ED20_10_06	ED20_10_07	ED20_10_08	ED20_10_09	ED20_10_11	ED20_10_16	ED20_10_17	ED20_10_18	ED20_10_19	ED20_11_04	ED20_11_05	ED20_13_02	ED20_15A_01	ED20_29_01	ED20_33_04	ED20_33_05	ED22_15A_01	ED25_32_01	ED3_25B_02	ED4_10_05	ED5_06_01	ED5_10_04	ED5_12_01	ED5_13_02	ED5_13_03	ED5_15_02	ED5_25A_01	ED5_25A_03	ED6_13_03	ED6_14_01	ED6_14_02	ED6_22A_01	ED6_22A_06	ED7_02_01	ED7_19A_14	ED7_20A_04	ED7_21A_02	ED7_24A_02	ED9_17_01	ED9_19A_05	ED9_20A_02	ED9_21A_08	ED9_29_01	HR1_16_01	HR1_29_01	HR1_29_02	HR16_34_01	HR16_36_01	HR17_32_01	HR17_32_05	HR17_32_06	HR17_32_08	HR18_11_09	HR18_18_03	HR18_21_01	HR18_23_01	HR18_23_03	HR18_23_04	HR18_24_02	HR18_32_19	HR19_04_01	HR19_04_03	HR19_04_05	HR19_04_07	HR19_04_11	HR19_07_05	HR19_07_06	HR19_07_07	HR19_07_08	HR19_07_10	HR19_07_14	HR19_07_16	HR19_09_02	HR19_09_03	HR19_09_04	HR19_16_01	HR19_16_02	HR19_18_01	HR19_21_01	HR19_23_03	HR19_23_04	HR19_23_07	HR19_24_02	HR19_24_03	HR19_24_04	HR19_25_04	HR19_25_05	HR19_25_09	HR19_26_01	HR19_27_01	HR19_27_03	HR19_27_04	HR19_27_11	HR19_27_13	HR19_27_14	HR19_31_02	HR19_31_03	HR19_32_03	HR19_32_11	HR19_32_13	HR19_33_01	HR2_18_03	HR2_18_04	HR20_07_05	HR20_26_01	HR20_33_03	HR20_33_04	HR21_12_03	HR21_27_01	HR23_12_01	HR23_16_01	HR3_03_02	HR3_04_01	HR3_07_02	HR3_07_04	HR3_07_10	HR3_32_02	HR3_32_04	HR3_32_10	HR3_32_11	HR3_32_13	HR3_32_21	HR4_05A_04	HR5_32_01	HR7_04_05	HR7_14_01	NR1_06A_01	NR1_22_01	NR1_43_04	NR1_43_07	NR1_43_09	NR1_43_12	NR1_43_16	NR1_43_18	NR16_43_02	NR17_09_01	NR17_43_02	NR18_01_01	NR19_01_01	NR19_19_01	NR19_44_12	NR2_01_02	NR2_06A_01	NR20_01_12	NR20_01_13	NR20_07A_01	NR20_08_03	NR20_08_07	NR20_15A_01	NR20_15A_02	NR20_18_01	NR20_22_01	NR20_24_02	NR20_24_05	NR20_25_02	NR20_27_01	NR20_27_03	NR20_27_04	NR20_27_08	NR20_27_10	NR20_29_08	NR20_44_07	NR20_44_08	NR20_44_14	NR20_44_18	NR20_44_19	NR20_44_20	NR21_01_03	NR21_02_03	NR21_24_02	NR21_27_01	NR21_27_02	NR21_27_04	NR21_31_01	NR21_44_01	NR22_22_03	NR22_25_05	NR22_27_01	NR22_28_01	NR22_29_01	NR22_29_02	NR22_29_03	NR3_08A_01	NR3_28_03	NR3_29_04	NR3_43_05	NR3_43_08	NR7_22_02	PM1_16_10	PM1_31_01	PM1_31_01A	PM19_43_02	PM19_67_01	PM2_43_02	PM2_48_02	PM2_49_04	PM2_51_01	PM2_51_03	PM2_51_08	PM2_51_09A	PM2_52_13	PM2_53_06	PM2_53_07	PM2_65_06	PM20_40_02	PM20_55_02	PM20_62_01	PM20_65_07	PM21_70_04	PM22_65_03	PM22_67_01	PM23_43_01	PM25_48_01	PM25_49_01	PM25_70_05	PM26_49_02	PM26_70_01	PM3_48_01	PM3_49_02	PM3_49_04	PM3_51_05	PM3_52_01	PM3_54_05	PM3_70_01	PM4_40_02	PM5_47_02	PM5_55_01	PM5_69_02	PM5_70_07	PM6_47_02	PM6_49_01	PM6_65_01	PM6_70_03	PM6_70_04	PM6_70_12	PM6_72A_02	PM7_62_02	PM7_63_01	PM7_70_01	PM9_49_01	PN06	PN07	PN08	SD17_40_01	SD18_27_01	SD18_40_01	SD2_31_01	SD2_40_01	SD2_40_08	SD20_16A_01	SD20_24_05	SD20_27_02	SD20_28_01	SD20_30_01	SD21_08_01	SD21_19_01	SD21_27_01	SD21_28_01	SD22_39_01	SD23_29_01	SD23_40_04	SD24_50_01	SD27_40_02	SD3_26_04	SD3_36_02	SD3_40_01	SD3_40_04	SD3_40_12	SD4_25_03	SD4_27_01	SD4_40_01	SD4_40_07	SD6_27_03	SD6_36_01	SD7_26_01	SD7_26_03	SD7_28_05	SD7_28_08	SD7_39_07	SD7_39_14	SD7_39_16	SD7_40_06	SD8_29_06	SD9_08_02	SD9_09_07	SD9_09_08	SD9_40_04	SD9_40_05	W10_11_01	W15_36_01	W16_05_01	W16_13_01	W17_13_01	W17_18_02	W17_19_01	W18_08_01	W18_08_05	W18_10_01	W18_10_02	W18_11_03	W18_13_01	W18_14_01	W18_16_02	W18_16_03	W18_18_02	W18_30_01	W18_34_02	W18_40_01	W19_08_04	W19_09_03	W19_09_05	W19_09_06	W19_13_01	W19_40_01	W19_40_03	W2_26_05	W20_05_05	W20_10_01	W20_18_03	W20_18_05	W20_18_06	W20_18_08	W21_15_01	W21_15_02	W21_16_03	W21_18_03	W21_18_04	W22_15_01	W23_02_01	W23_02_02	W23_18_01	W3_18_06	W3_36_01	W4_11_01	W4_30_04	W5_29_01	W7_02_01	W7_02_05	W7_08_01	W7_18_07	W7_25_02	W8_10_01	W8_10_02	W8_12_01	W8_18_04	W8_18_08	W8_25_02	W9_10_02	W9_10_03	W9_11_01	W9_17_01	W9_19_01	W9_20_01	W9_23A_02
ASV11	0	0	0	51	0	5496	3894	3125	1766	2129	4551	27	0	0	33	5758	1096	2232	1482	951	292	3481	1130	640	1224	1018	403	629	0	516	554	5260	529	0	0	8472	2826	0	4790	0	5958	315	0	12402	17306	635	7095	10891	211	76	801	0	0	0	6157	0	0	0	1246	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	205	28	0	0	0	0	0	0	0	0	0	0	0	0	0	793	0	10	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV12	0	0	631	0	0	392	737	452	467	321	332	489	705	0	953	352	475	578	727	576	462	561	487	464	386	545	670	600	823	861	587	277	316	420	0	0	404	0	276	961	360	0	692	0	0	0	299	0	0	0	0	0	0	206	0	0	0	0	0	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	174	567	0	680	489	587	332	414	171	611	295	899	472	855	617	1249	0	711	734	120	0	0	484	293	535	447	719	0	5036	1398	554	326	1212	0	857	0	0	0	163	693	0	0	587	522	592	469	548	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	696	0	731	821	0	0	679	0	1221	842	545	0	0	660	595	588	760	0	0	0	0	1090	0	0	830	874	817	927	628	1038	597	0	598	0	0	0	1059	761	620	0	688	610	0	0	0	658	0	0	0	0	0	0	0	0	0	656	0	0	0	0	0	0	0	0	0	0	0	696	0	335	322	0	0	864	105	363	0	0	0	280	558	0	0	0	0	0	88	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699	0	481	977	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	890	702	698	214	510	0	492	997	0	0	0	690	0	832	837	318	673	599	1015	0	611	530	0	0	603	0	468	811	0	0	577	0	0	0	0	0	0	784	0	776	210	0	857	0	0	333	303	0	0	0	0	0	0	0	237	0	0	0
ASV13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6433	1069	0	0	0	31	0	4666	0	48	0	3304	0	0	7959	2699	233	0	183	0	4610	74	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	35	1278	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	261	157	0	429	227	0	0	0	0	0	0	0	549	0	168	0	0	0	0	0	0	0	0	70	0	12	2249	0	46	771	0	188	0	0	119	0	0	0	0	0	4	6	0	0	541	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	0	0	0	0	0	81	0	62	0	1356	871	0	113	73	0	0	0	0	255	0	0	0	0	0	0	1710	0	887	5241	273	0	1288	90	148	240	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	2799	0	0	0	0	4	0	0	0	2092	0	0	66	0	0	0	0	0	3970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639	0	184	0	0	624	0	0	0	0	0	4304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	101	2874	2364	0	0	0	0	0	0	0	0	0	0	8189	0	0	254	1923	245	4399	0	0	160	2942	0	0	0
ASV14	0	22	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	2117	0	0	0	5132	938	7619	6660	0	22	12	16	0	6550	88	5259	22	0	0	255	0	0	0	0	78	0	0	11	85	0	49	0	0	0	0	0	145	0	0	510	1456	0	0	0	0	0	0	95	0	118	0	0	0	2922	5849	3320	296	0	0	157	0	0	9	0	0	0	0	44	0	0	657	0	7562	5666	7921	78	4590	345	0	5345	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	11	0	0	0	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	356	0	0	694	0	5	0	0	0	101	0	113	0	0	0	0	9	0	112	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	9	163	0	0	0	0	115	291	1482	154	0	0	0	104	0	0	0	0	0	11	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	88	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	18	24	0	0	0	0	0	0	0
ASV15	0	0	634	0	0	333	785	396	408	341	366	530	649	0	966	427	474	525	687	0	449	494	477	0	0	469	617	528	0	0	583	288	344	427	0	0	0	0	0	922	0	0	724	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	0	622	0	693	450	456	341	474	0	615	331	933	431	874	582	1187	0	640	708	0	0	0	478	351	496	489	630	0	4762	1267	552	347	1195	0	769	0	0	0	0	639	0	0	486	588	608	462	494	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	637	0	702	815	0	0	691	0	1151	793	0	0	0	743	528	581	752	0	0	0	0	1124	0	0	769	893	873	876	602	928	606	0	601	0	0	0	1099	682	627	0	714	703	0	0	0	671	0	0	0	0	0	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0	679	0	0	399	0	0	783	0	376	0	0	0	0	564	0	0	0	0	0	0	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592	0	0	951	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	967	840	656	704	0	511	0	510	1020	0	0	0	635	0	868	942	353	686	658	920	0	550	588	0	0	625	0	481	803	0	0	538	0	0	0	0	0	0	782	0	727	0	0	779	0	0	314	0	0	0	0	0	0	0	0	249	0	0	0
ASV16	621	0	0	0	0	0	0	0	0	0	0	0	0	1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	62	1311	0	0	0	0	0	0	4921	0	177	0	0	0	471	0	0	0	0	0	711	0	0	37	0	0	0	0	0	0	862	0	0	0	0	0	25	0	0	0	0	12	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	66	0	287	0	0	0	0	0	0	0	315	0	0	0	0	0	0	6	0	0	0	30	42	0	0	0	0	0	0	19	0	0	0	0	0	0	217	0	0	624	386	31	0	0	0	0	0	52	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	1174	0	0	0	0	4422	1081	193	5074	3783	3568	4435	3915	6808	1700	686	0	0	0	0	0	0	0	0	0	75	0	0	0	21	149	0	4928	4986	2992	0	0	0	657	0	0	0	0	0	102	1833	0	0	0	0	0	56	0	0	0	0	0	0	2062	23	53	0	0	0	0	60	0	0	0	0	0	0	0	0	0	893	539	0	0	0	0	0	0	0	0	0	0	0	0	9	0	63	0	0	0	0	0	0	0	0	0	0	0	2954	1401	2069	3923	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2082	1054	0	33	0	0	0	4722	0	0	0	2596	0	0	4251	1137	983	0	0	0	4639	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	400	0	0	113	0	0	0	0	0	0	0	0	0	0	0	86	139	0	60	111	0	0	112	0	4	0	0	172	5	0	0	0	0	0	0	0	0	0	102	0	0	166	0	0	0	0	158	0	30	289	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	178	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	332	241	0	58	0	0	0	0	0	57	0	0	0	0	0	0	0	91	430	0	271	0	602	0	0	1012	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	25	0	0	0	0	2947	0	0	0	0	0	0	0	0	5004	0	0	0	0	0	0	0	0	4049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712	0	614	0	0	829	0	0	0	16	0	5355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	3819	7228	17	0	0	6	0	0	0	0	0	21	8385	0	0	626	620	142	2847	0	0	407	2275	0	124	0
ASV18	636	0	0	0	120	0	0	0	0	0	0	0	0	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4257	0	262	0	0	0	105	0	0	2172	0	1970	688	0	0	1633	47	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	22	493	0	42	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	781	265	118	914	580	0	696	3228	73	0	0	60	0	1966	3356	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	75	0	0	0	1375	0	0	1115	0	1796	0	386	2092	1746	828	1747	1141	3792	1755	3426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2188	1926	1321	0	0	0	259	0	0	0	0	0	283	717	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	2236	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2426	1447	1897	3555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
ASV19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18065	621	0	747	375	18625	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	6113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	6506	18	153	0	0	0	0	166	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	12397	92	4106	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	8	2553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0
ASV20	0	20	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	13	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1222	0	0	1547	0	0	4	3291	1133	2049	3391	0	83	0	0	0	5081	69	3580	24	0	0	228	0	0	0	0	215	0	0	0	71	0	9	10	0	0	0	0	1209	0	0	668	1620	0	0	4	0	0	0	63	0	80	0	0	0	1562	2920	3055	251	0	0	0	0	0	5	0	0	23	0	66	0	0	555	0	3945	5189	2574	92	3970	176	0	3599	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	5	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	565	0	0	774	0	0	0	0	6	124	0	64	0	0	0	0	10	18	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	162	0	0	0	0	66	458	633	3982	0	0	101	10	682	0	0	0	0	0	0	0	0	0	0	0	6	12	0	15	0	0	0	0	0	0	0	0	0	10	8	0	0	0	78	0	0	0	0	0	0	14	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	12	0	0	0	13	0	0	0	0	0	0	0	0	0	70	14	0	0	0	0	0	0	0
ASV21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	6490	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	1474	0	10248	9395	583	11155	0	0	0	8692	1644	0	0	0	181	0	0	0	0	0	16	0	3	11761	0	0	0	0	0	52	0	0	0	0	0	0	0	0
ASV22	0	0	0	5862	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	15	42	0	0	0	0	0	10	0	0	0	0	0	0	107	0	473	154	139	262	119	786	0	451	0	528	0	0	598	0	1034	4399	178	0	0	0	0	0	0	0	0	0	0	0	0	0	564	22	0	0	39	17	112	0	0	478	33	0	286	54	0	0	0	0	0	0	0	0	271	47	557	1852	51	847	702	0	27	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	84	733	0	0	25	804	0	892	1618	712	0	0	0	0	21	0	0	0	53	7779	0	0	26	0	0	0	0	0	0	0	0	23	0	72	0	197	0	44	43	52	47	0	112	0	0	0	332	9	2053	165	40	307	16	0	42	0	0	0	18	0	250	119	0	0	48	30	0	0	3	820	0	136	352	434	0	45	257	8091	688	26	215	2822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	107	0	0	0	1630	0	56	0	0	265	35	42	0	39	24	0	0	26	3	39	0	0	0	154	0	0	0	0	59	0	435	0	0	0	0	0	0	0	141	0	0	0	257	201	0	0	0	126	31	0	0	0	26	14	428	0	113	0	0	0	0	0	0	0	0	30	0	84	23	0	16	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	0	0	0	429	15	117	0	0	0	87	31	41	0	0	0	0
ASV23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	75	0	18	45	8460	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	7342	120	9	149	0	0	0	9815	0	0	0	0	0	0	0	0	0	396	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	953	0	19	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	76	0	0	0	3267	0	0	0	0	0	25	3872	0	0	0	0	0	0	0	40	0	628	0	0	32	449	0	0	0	0	34	0	296	0	0	0	0	0	0	0	0	7	0	0	392	71	0	0	0	0	0	1511	0	0	8	0	8163	130	0	35	0	21	1901	717	0	11	0	193	0	130	337	0	0	16	40	942	0	614	0	0	0	0	0	0	0	0	2339	0	94	0	29	16	0	0	0	0	0	0	498	22	0	0	28	455	54	0	20	3969	113	0	66	0	0	0	49	68	0	0	113	43	49	12	0	0	0
ASV24	0	0	0	0	0	0	0	0	0	0	21	0	0	0	299	0	0	7	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	67	0	20	0	0	0	121	0	275	181	134	276	118	834	0	448	0	501	0	0	653	0	1649	4328	196	25	0	0	0	3	0	0	0	0	0	0	0	0	334	0	0	0	0	0	184	0	0	235	0	0	0	63	22	0	0	0	0	41	0	0	281	0	1578	0	39	0	49	0	60	173	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	1203	47	262	77	0	0	458	0	716	1559	804	0	0	0	0	0	0	0	0	0	7145	0	0	0	0	0	3	47	0	0	0	0	84	0	0	0	0	0	106	124	0	60	0	77	60	0	47	545	0	1954	542	74	381	0	0	0	0	0	0	0	0	389	143	0	31	177	72	0	37	0	1327	99	293	667	479	78	0	347	8455	585	69	540	3001	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	41	0	114	0	0	10	0	0	55	0	0	0	807	0	0	0	0	0	0	0	0	17	0	0	29	0	0	0	0	0	73	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	46	1471	0	104	120	0	289	82	0	0	92	0	0	0	0	0	54	0	0	0	154	0	0	0	0	488	42	363	0	0	0	0	68	0	0	137	0	0	0	354	115	0	0	0	162	69	266	0	0	0	0	493	0	135	0	0	0	0	0	47	0	0	52	0	107	36	0	0	0	709	0	0	0	0	0	0	0	0	0	0	0	0	0	738	18	0	0	0	440	0	0	0	0	0	88	0	46	0	0	0	0
